gender,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,chemistry_score,career_Accountant,career_Artist,career_Banker,career_Business Owner,career_Construction Engineer,career_Designer,career_Doctor,career_Game Developer,career_Government Officer,career_Lawyer,career_Real Estate Developer,career_Scientist,career_Software Engineer,career_Stock Investor,career_Teacher,career_Unknown,career_Writer
1,0,2,0,23,80,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,16,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,2,1,3,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,29,96,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,3,1,18,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,3,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,3,0,6,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,8,0,2,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,34,79,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,1,22,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1,5,0,4,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,3,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,18,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,8,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,33,84,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,1,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,17,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,8,0,1,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,7,1,3,61,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,4,1,33,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,12,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,3,0,24,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,33,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,44,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,1,0,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,0,5,98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,7,0,5,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,22,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,9,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,4,1,34,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,34,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,4,0,25,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,5,1,31,76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,33,68,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,2,0,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,15,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,26,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,35,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,12,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,1,5,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,31,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,1,28,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,8,1,5,86,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,33,77,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,2,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,1,9,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,2,1,0,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,5,0,26,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,5,0,30,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,7,0,1,83,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,1,1,26,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,2,74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,5,0,9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,0,30,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,3,0,24,68,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,4,0,21,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,0,14,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,24,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,34,88,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,1,34,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,6,1,27,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,16,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,21,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,1,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,17,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,1,12,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,22,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,1,14,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,41,100,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,4,0,32,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,4,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,22,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,3,0,17,74,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,2,79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,4,0,33,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,29,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,1,0,27,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,1,34,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,2,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,3,0,22,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,7,0,33,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,17,69,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,7,0,4,71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,1,3,72,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,3,65,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,1,17,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,6,98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,0,7,0,9,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2,0,35,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,3,0,17,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,1,0,7,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,5,0,16,84,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,20,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1,7,0,0,56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,27,81,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0,0,24,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,6,0,20,64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,27,76,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,6,0,2,64,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,16,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,0,27,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,1,24,96,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,4,0,23,78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,15,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,3,0,25,96,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,2,0,32,72,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,3,0,35,99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,3,0,3,66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,28,73,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,1,0,3,65,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,21,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,35,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,7,1,35,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,7,1,14,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,7,0,1,97,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,9,1,0,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,12,65,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,35,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,4,0,2,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,2,0,16,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,0,31,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,5,0,4,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,19,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,3,1,15,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,30,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7,0,17,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,23,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,0,3,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,0,4,66,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,25,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,24,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,15,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,1,7,0,1,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,1,1,33,74,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,1,0,11,60,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,3,0,10,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7,1,15,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,5,0,34,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,0,3,0,30,76,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,4,1,4,92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,28,63,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,0,5,1,29,84,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,7,1,30,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,4,0,31,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,8,0,1,67,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,6,0,16,94,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,2,1,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,0,4,67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,8,0,32,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,2,0,12,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,6,0,5,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,2,1,15,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,3,0,31,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,2,0,2,60,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,2,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,3,0,20,85,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0,1,1,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,3,0,22,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
